TIMESTAMP,RECORD,TAIR,RELH,SRAD,WSPD,WMAX,WDIR,RAIN,BATV,CHIL
2021-02-03 00:00:00,1171.0,11.95,36.81,0.003,0.386,1.122,201.7,0.0,12.86,-998.0
2021-02-03 00:05:00,1172.0,11.84,37.16,0.003,0.511,1.016,210.1,0.0,12.92,-998.0
2021-02-03 00:10:00,1173.0,11.68,37.63,0.002,0.419,1.008,204.1,0.0,12.86,-998.0
2021-02-03 00:15:00,1174.0,11.53,38.06,0.0,0.39799999999999996,1.051,182.3,0.0,12.86,-998.0
2021-02-03 00:20:00,1175.0,11.37,38.59,0.002,0.376,0.8059999999999999,113.6,0.0,12.85,-998.0
2021-02-03 00:25:00,1176.0,11.24,39.0,0.002,0.461,1.122,161.8,0.0,12.85,-998.0
2021-02-03 00:30:00,1177.0,11.12,39.3,0.001,0.389,1.0859999999999999,106.0,0.0,12.85,-998.0
2021-02-03 00:35:00,1178.0,11.02,39.47,0.001,0.551,1.463,81.2,0.0,12.85,-998.0
2021-02-03 00:40:00,1179.0,10.98,39.5,0.004,0.389,1.069,116.8,0.0,12.85,-998.0
2021-02-03 00:45:00,1180.0,10.92,39.61,0.001,0.428,1.095,114.6,0.0,12.84,-998.0
2021-02-03 00:50:00,1181.0,10.82,39.65,0.003,0.44299999999999995,1.104,113.2,0.0,12.76,-998.0
2021-02-03 00:55:00,1182.0,10.72,39.82,0.002,0.52,1.367,107.7,0.0,12.84,-998.0
2021-02-03 01:00:00,1183.0,10.68,39.51,0.003,0.45399999999999996,0.929,100.1,0.0,12.83,-998.0
2021-02-03 01:05:00,1184.0,10.77,38.81,0.005,0.5529999999999999,1.4280000000000002,133.9,0.0,12.83,-998.0
2021-02-03 01:10:00,1185.0,10.76,38.62,0.003,0.494,1.472,239.6,0.0,12.83,-998.0
2021-02-03 01:15:00,1186.0,10.73,38.67,0.001,0.562,1.288,30.37,0.0,12.83,-998.0
2021-02-03 01:20:00,1187.0,10.55,39.23,0.002,0.46299999999999997,1.008,232.0,0.0,12.83,-998.0
2021-02-03 01:25:00,1188.0,10.34,39.88,0.003,0.496,1.306,143.4,0.0,12.89,-998.0
2021-02-03 01:30:00,1189.0,10.2,40.22,0.003,0.475,1.025,87.1,0.0,12.82,-998.0
2021-02-03 01:35:00,1190.0,10.06,40.6,0.002,0.43700000000000006,1.235,8.29,0.0,12.82,-998.0
2021-02-03 01:40:00,1191.0,9.98,40.7,0.0,0.602,1.3319999999999999,79.0,0.0,12.81,-998.0
2021-02-03 01:45:00,1192.0,9.93,40.87,0.001,0.34299999999999997,0.929,68.2,0.0,12.81,-998.0
2021-02-03 01:50:00,1193.0,9.81,41.11,0.002,0.332,1.297,264.1,0.0,12.81,-998.0
2021-02-03 01:55:00,1194.0,9.71,41.4,0.002,0.447,1.043,140.6,0.0,12.8,-998.0
2021-02-03 02:00:00,1195.0,9.53,41.91,0.004,0.359,1.025,102.8,0.0,12.8,-998.0
2021-02-03 02:05:00,1196.0,9.43,42.05,0.002,0.361,1.104,124.2,0.0,12.8,-998.0
2021-02-03 02:10:00,1197.0,9.38,42.07,0.003,0.36,0.85,92.9,0.0,12.88,-998.0
2021-02-03 02:15:00,1198.0,9.3,42.2,0.001,0.379,0.85,104.6,0.0,12.8,-998.0
2021-02-03 02:20:00,1199.0,9.21,42.29,0.0,0.5,1.227,75.23,0.0,12.79,-998.0
2021-02-03 02:25:00,1200.0,9.17,42.32,0.002,0.434,1.411,119.2,0.0,12.79,-998.0
2021-02-03 02:30:00,1201.0,9.14,42.27,0.003,0.495,1.139,113.8,0.0,12.79,-998.0
2021-02-03 02:35:00,1202.0,9.1,42.46,0.002,0.46299999999999997,1.183,189.5,0.0,12.79,-998.0
2021-02-03 02:40:00,1203.0,8.98,42.86,0.003,0.48,1.183,51.63,0.0,12.78,-998.0
2021-02-03 02:45:00,1204.0,8.92,43.02,0.001,0.419,1.244,78.44,0.0,12.71,-998.0
2021-02-03 02:50:00,1205.0,8.77,43.46,0.001,0.45799999999999996,1.3840000000000001,94.5,0.0,12.78,-998.0
2021-02-03 02:55:00,1206.0,8.61,43.94,0.001,0.534,1.411,112.2,0.0,12.77,-998.0
2021-02-03 03:00:00,1207.0,8.47,44.38,0.003,0.46799999999999997,1.376,133.4,0.0,12.77,-998.0
2021-02-03 03:05:00,1208.0,8.33,44.86,0.001,0.35700000000000004,1.209,51.95,0.0,12.77,-998.0
2021-02-03 03:10:00,1209.0,8.31,44.98,0.0,0.46799999999999997,1.0859999999999999,93.0,0.0,12.77,-998.0
2021-02-03 03:15:00,1210.0,8.38,44.74,0.002,0.47200000000000003,1.306,151.4,0.0,12.77,-998.0
2021-02-03 03:20:00,1211.0,8.3,44.98,0.002,0.508,1.3319999999999999,161.7,0.0,12.76,-998.0
2021-02-03 03:25:00,1212.0,8.18,45.3,0.002,0.406,1.1740000000000002,106.8,0.0,12.76,-998.0
2021-02-03 03:30:00,1213.0,8.04,45.78,0.0,0.385,1.043,99.2,0.0,12.76,-998.0
2021-02-03 03:35:00,1214.0,7.944,45.98,0.003,0.387,1.069,105.7,0.0,12.76,-998.0
2021-02-03 03:40:00,1215.0,7.944,45.85,0.002,0.47,1.3319999999999999,112.8,0.0,12.73,-998.0
2021-02-03 03:45:00,1216.0,7.912000000000001,45.87,0.003,0.415,1.016,72.99,0.0,12.75,-998.0
2021-02-03 03:50:00,1217.0,7.854,45.99,0.003,0.38799999999999996,0.973,102.1,0.0,12.75,-998.0
