TIMESTAMP,RECORD,TAIR,RELH,SRAD,WSPD,WMAX,WDIR,RAIN,BATV,CHIL
2021-02-02 00:00:00,883.0,10.93,32.92,0.002,0.146,0.657,198.4,0.0,12.87,-998.0
2021-02-02 00:05:00,884.0,10.91,33.06,-0.001,0.085,0.386,223.3,0.0,12.86,-998.0
2021-02-02 00:10:00,885.0,10.9,33.08,0.003,0.128,0.359,216.0,0.0,12.86,-998.0
2021-02-02 00:15:00,886.0,10.84,33.29,0.002,0.168,0.508,135.2,0.0,12.84,-998.0
2021-02-02 00:20:00,887.0,10.73,33.95,0.001,0.314,0.6659999999999999,102.8,0.0,12.85,-998.0
2021-02-02 00:25:00,888.0,10.73,35.33,0.002,0.446,0.6829999999999999,85.7,0.0,12.85,-998.0
2021-02-02 00:30:00,889.0,10.82,34.72,0.003,0.441,0.6920000000000001,87.5,0.0,12.85,-998.0
2021-02-02 00:35:00,890.0,10.72,35.4,0.001,0.04,0.193,103.5,0.0,12.85,-998.0
2021-02-02 00:40:00,891.0,10.56,35.33,0.002,0.14400000000000002,0.41200000000000003,111.8,0.0,12.82,-998.0
2021-02-02 00:45:00,892.0,10.3,36.52,0.002,0.386,0.797,100.0,0.0,12.84,-998.0
2021-02-02 00:50:00,893.0,10.14,37.25,0.002,0.36700000000000005,0.71,103.2,0.0,12.78,-998.0
2021-02-02 00:55:00,894.0,9.86,38.14,0.002,0.593,0.946,95.4,0.0,12.83,-998.0
2021-02-02 01:00:00,895.0,9.63,38.24,0.002,0.218,0.736,109.8,0.0,12.83,-998.0
2021-02-02 01:05:00,896.0,9.42,38.54,0.001,0.226,0.605,108.0,0.0,12.83,-998.0
2021-02-02 01:10:00,897.0,9.21,39.25,-0.001,0.171,0.64,166.8,0.0,12.83,-998.0
2021-02-02 01:15:00,898.0,8.99,39.78,0.004,0.22899999999999998,0.657,140.1,0.0,12.83,-998.0
2021-02-02 01:20:00,899.0,8.78,40.43,0.002,0.314,0.8240000000000001,189.9,0.0,12.82,-998.0
2021-02-02 01:25:00,900.0,8.52,41.14,0.003,0.299,0.7709999999999999,200.6,0.0,12.82,-998.0
2021-02-02 01:30:00,901.0,8.25,41.84,0.003,0.515,0.789,160.5,0.0,12.82,-998.0
2021-02-02 01:35:00,902.0,8.13,42.25,0.0,0.379,0.71,216.0,0.0,12.77,-998.0
2021-02-02 01:40:00,903.0,8.12,42.37,0.001,0.593,1.016,201.2,0.0,12.81,-998.0
2021-02-02 01:45:00,904.0,7.922000000000001,43.13,0.002,0.29600000000000004,0.78,224.7,0.0,12.81,-998.0
2021-02-02 01:50:00,905.0,7.776,43.54,0.001,0.24,0.815,258.3,0.0,12.81,-998.0
2021-02-02 01:55:00,906.0,7.816,43.31,0.002,0.214,0.727,272.5,0.0,12.8,-998.0
2021-02-02 02:00:00,907.0,7.904,42.85,0.002,0.289,0.745,217.0,0.0,12.8,-998.0
2021-02-02 02:05:00,908.0,7.7589999999999995,43.47,0.002,0.252,0.85,229.3,0.0,12.8,-998.0
2021-02-02 02:10:00,909.0,7.55,44.03,0.002,0.366,1.122,205.9,0.0,12.77,-998.0
2021-02-02 02:15:00,910.0,7.474,44.08,0.005,0.321,0.754,162.9,0.0,12.79,-998.0
2021-02-02 02:20:00,911.0,7.534,43.78,0.004,0.307,0.99,124.9,0.0,12.79,-998.0
2021-02-02 02:25:00,912.0,7.5729999999999995,43.51,0.003,0.23800000000000002,0.789,201.3,0.0,12.79,-998.0
2021-02-02 02:30:00,913.0,7.596,43.45,0.002,0.29100000000000004,0.78,144.5,0.0,12.78,-998.0
2021-02-02 02:35:00,914.0,7.477,44.17,0.002,0.321,0.797,188.7,0.0,12.78,-998.0
2021-02-02 02:40:00,915.0,7.301,44.7,0.002,0.268,0.973,164.4,0.0,12.78,-998.0
2021-02-02 02:45:00,916.0,7.263,44.65,0.001,0.258,0.736,131.3,0.0,12.78,-998.0
2021-02-02 02:50:00,917.0,7.274,44.31,0.002,0.254,0.6920000000000001,147.9,0.0,12.77,-998.0
2021-02-02 02:55:00,918.0,7.255,-998.0,0.003,0.335,0.8320000000000001,113.3,0.0,12.86,-998.0
2021-02-02 03:00:00,919.0,7.154,44.53,0.002,0.28800000000000003,0.789,121.3,0.0,12.77,-998.0
2021-02-02 03:05:00,920.0,7.021,44.93,0.002,0.331,0.6920000000000001,102.5,0.0,12.77,-998.0
2021-02-02 03:10:00,921.0,6.945,45.27,-998.0,0.307,0.727,113.4,0.0,12.77,-998.0
2021-02-02 03:15:00,922.0,6.8660000000000005,45.56,0.002,0.214,0.596,132.5,0.0,12.76,-998.0
2021-02-02 03:20:00,923.0,6.761,45.89,0.001,0.218,0.526,160.0,0.0,12.76,-998.0
2021-02-02 03:25:00,924.0,6.643,46.29,0.003,0.223,0.613,118.2,0.0,12.76,-998.0
2021-02-02 03:30:00,925.0,6.684,46.01,0.002,0.272,0.675,108.0,0.0,12.73,-998.0
2021-02-02 03:35:00,926.0,6.742000000000001,45.97,0.004,0.285,0.85,104.9,0.0,12.75,-998.0
2021-02-02 03:40:00,927.0,6.68,46.29,0.004,0.327,0.8759999999999999,151.8,0.0,12.75,-998.0
2021-02-02 03:45:00,928.0,6.565,46.68,0.005,0.35600000000000004,0.885,146.3,0.0,12.75,-998.0
2021-02-02 03:50:00,929.0,6.403,47.23,0.004,0.36200000000000004,0.885,144.3,0.0,12.74,-998.0
2021-02-02 03:55:00,930.0,6.237,47.88,0.001,0.311,0.867,197.0,0.0,12.74,-998.0
2021-02-02 04:00:00,931.0,5.915,49.07,0.002,0.408,0.867,181.5,0.0,12.74,-998.0
2021-02-02 04:05:00,932.0,5.672000000000001,49.93,0.002,0.43200000000000005,0.85,180.4,0.0,12.74,-998.0
2021-02-02 04:10:00,933.0,5.597,50.06,0.0,0.439,1.034,182.5,0.0,12.73,-998.0
2021-02-02 04:15:00,934.0,5.502000000000001,50.4,0.001,0.452,1.227,177.7,0.0,12.73,-998.0
2021-02-02 04:20:00,935.0,5.462000000000001,50.54,0.003,0.467,0.973,180.3,0.0,12.73,-998.0
2021-02-02 04:25:00,936.0,5.471,50.41,0.004,0.368,0.8590000000000001,165.5,0.0,12.73,-998.0
2021-02-02 04:30:00,937.0,5.459,50.57,0.003,0.29600000000000004,0.745,116.7,0.0,12.73,-998.0
2021-02-02 04:35:00,938.0,5.415,50.91,0.002,0.365,0.762,105.3,0.0,12.73,-998.0
2021-02-02 04:40:00,939.0,5.481,50.62,0.002,0.32,0.841,138.5,0.0,12.72,-998.0
2021-02-02 04:45:00,940.0,5.5089999999999995,50.93,0.003,0.341,0.929,139.1,0.0,12.72,-998.0
2021-02-02 04:50:00,941.0,5.486000000000001,51.25,0.002,0.385,1.13,189.7,0.0,12.76,-998.0
2021-02-02 04:55:00,942.0,5.364,51.72,0.003,0.33799999999999997,0.9990000000000001,236.4,0.0,12.72,-998.0
2021-02-02 05:00:00,943.0,5.28,51.86,0.001,0.45399999999999996,1.069,179.1,0.0,12.71,-998.0
2021-02-02 05:05:00,944.0,5.287999999999999,51.92,0.002,0.42,1.043,167.4,0.0,12.71,-998.0
2021-02-02 05:10:00,945.0,5.29,52.09,0.002,0.35600000000000004,0.92,175.2,0.0,12.71,-998.0
2021-02-02 05:15:00,946.0,5.167000000000001,52.76,0.002,0.418,1.06,190.6,0.0,12.71,-998.0
2021-02-02 05:20:00,947.0,4.961,53.6,0.002,0.439,0.902,178.4,0.0,12.7,-998.0
2021-02-02 05:25:00,948.0,4.768,54.39,0.002,0.39,0.929,156.0,0.0,12.7,-998.0
2021-02-02 05:30:00,949.0,4.6,55.06,0.004,0.35,0.8320000000000001,206.9,0.0,12.68,-998.0
2021-02-02 05:35:00,950.0,4.513999999999999,55.4,0.002,0.415,1.227,142.6,0.0,12.69,-998.0
2021-02-02 05:40:00,951.0,4.445,55.73,0.001,0.326,0.8759999999999999,204.7,0.0,12.7,-998.0
2021-02-02 05:45:00,952.0,4.371,56.15,0.002,0.456,1.13,193.5,0.0,12.69,-998.0
2021-02-02 05:50:00,953.0,4.275,56.64,0.003,0.408,1.104,221.1,0.0,12.69,-998.0
2021-02-02 05:55:00,954.0,4.21,56.95,0.003,0.38299999999999995,1.051,165.3,0.0,12.69,-998.0
